"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"1","【现货发售】正品 MIO、FINO 化油器,无需调校,运行稳定,雅马哈化油器。","化油器","14.35","https://cf.shopee.co.th/file/e9dade3e2affe2d2837cc376ec85fb8f","http://shopee.co.th/product/593690013/19233424004","摩托车零配件","燃油系统","IVCN2026051912091","'181719270506","缺少","P1","'12-30","'19233424004","14.35","","20-40美金","20-40单","高价品"
"2","BKR 标准赛车排气 适用于所有metik BEAT esp Mio sporty BEAT deluxe Scoopy Vario 150 BEAT fii Mio smile Scoopy fii BEAT street Mio j Vario 125/160","我的M3","14.33","https://cf.shopee.ph/file/id-11134207-8224p-mjuylh38av44bd","http://shopee.ph/product/532091909/49605258881","摩托车零配件","尾气和排放","IVCN2026051917871","'375479229929","缺少","P1","'12-30","'49605258881","14.33","","20-40美金","20-40单","高价品"
"2","BKR 标准赛车排气 适用于所有metik BEAT esp Mio sporty BEAT deluxe Scoopy Vario 150 BEAT fii Mio smile Scoopy fii BEAT street Mio j Vario 125/160","你喝醉了。","12.95","https://cf.shopee.ph/file/id-11134207-8224p-mjuylh38av44bd","http://shopee.ph/product/532091909/49605258881","摩托车零配件","尾气和排放","IVCN2026051917871","'375479229933","缺少","P1","'12-30","'49605258881","14.33","","20-40美金","20-40单","高价品"
"1","MAXIMA 前叉油 20WT、15WT、10WT","20号叉油","14.32","https://cf.shopee.ph/file/ph-11134207-7rasa-ma3uqt73y5s4ed","http://shopee.ph/product/778773591/40701922635","其他的","#VALUE!","IVCN2026051911557","'159189654283","缺少","P1","'12-30","'40701922635","14.32","","20-40美金","20-40单","高价品"
"1","MODENAS KRISS 1 KRISS 2 KRISS 100 KRISS110 MR1 MR2 KRISS120 KRISS FL 手柄开关 左 右 设置 启动器 手控开关","组合 1","14.31","https://cf.shopee.com.my/file/my-11134207-7r98p-lr5xev4crcbo6b","http://shopee.com.my/product/267233432/16138284579","摩托车零配件","其他的","IVCN2026051910465","'109095397381","缺少","P1","'12-30","'16138284579","14.31","","20-40美金","20-40单","高价品"
"1","2025新款Street King V8侧视镜高清镜片摩托车后视镜","V8 清澈","14.28","https://cf.shopee.ph/file/ph-11134207-7ra0u-mdlvanqd351i59","http://shopee.ph/product/1202003902/29452588165","摩托车配件","镜子及配件","IVCN2026051910131","'89220246222","缺少","P1","'12-30","'29452588165","14.28","","20-40美金","20-40单","高价品"
"1","全新正品 KITACO 8mm 燃油软管。","绿色的","14.28","https://cf.shopee.co.th/file/th-11134275-7rasm-m95l6uc0l1pqf2","http://shopee.co.th/product/3768651/28035427665","摩托车零配件","燃油系统","IVCN2026051912907","'206050017694","缺少","P1","'12-30","'28035427665","14.28","","20-40美金","20-40单","高价品"
"1","高砂线束 Barako (KICK)","高砂线束 Barako (KICK)","14.28","https://cf.shopee.ph/file/ph-11134207-7rasg-m325hpfcuynm27","http://shopee.ph/product/282322300/26718871412","摩托车零配件","电缆和管材","IVCN2026051914407","'242125631408","缺少","P1","'12-30","'26718871412","14.28","","20-40美金","20-40单","高价品"
"1","适用于 Wave 125R-i 和 Wave 110i（越野版）的不锈钢排气管（28-32-38mm）——专为越野爱好者打造。价格实惠的摩托车零件、改装零件和外观配件。","适用于 Wave 125R-i 和 Wave 110i（越野版）的不锈钢排气管（28-32-38mm）——专为越野爱好者打造。价格实惠的摩托车零件、改装零件和外观配件。","14.27","https://cf.shopee.co.th/file/th-11134207-7rasf-m2dmm0i9vcgxfe","http://shopee.co.th/product/1039335044/26517079135","摩托车零配件","尾气和排放","IVCN2026051915219","'256990082590","缺少","P1","'12-30","'26517079135","14.27","","20-40美金","20-40单","高价品"
"1","适用于 Grand Filano 和 Grand Filano Hybrid 的儿童座椅,2023-2025 款车型。包含腰部支撑带。","适用于 Grand Filano 和 Grand Filano Hybrid 的儿童座椅,2023-2025 款车型。包含腰部支撑带。","14.25","https://cf.shopee.co.th/file/th-11134207-81zti-mfmav6zhm6mmec","http://shopee.co.th/product/3292860/23110393874","摩托车配件","座椅及座椅套","IVCN2026051912399","'193525244608","缺少","P1","'12-30","'23110393874","14.25","","20-40美金","20-40单","高价品"
"10","RXR 半盔 双镜片 065F-1 骑行头盔 热销 中号/大号 男女通用 带 BPS/ICC 包装盒","单片镜片-银色,均码（54-60厘米）","5.64","https://cf.shopee.ph/file/ph-11134207-7ra0o-mdfnp9qq342ycb","http://shopee.ph/product/1331597844/26807766575","摩托车头盔及配件","","IVCN2026041051139","'217851372153","缺少","P1","'12-30","'26807766575","14.24","","20-40美金","20-40单","高价品"
"1","Zipat Xmen 电动自行车专用 LED 灯,包含 U 形挂钩和安装螺丝。","泰坦","14.19","https://cf.shopee.vn/file/vn-11134207-7r98o-lomsa3gemu4r46","http://shopee.vn/product/1119683152/22086510131","摩托车零配件","灯光","IVCN2026051911209","'147124960275","缺少","P1","'12-30","'22086510131","14.19","","20-40美金","20-40单","高价品"
"1","10个Batiè摩托车座套","90x50 双面画布,黑色","14.17","https://cf.shopee.vn/file/vn-11134207-7ras8-mdsz8o45w2p8a5","http://shopee.vn/product/167991417/9943170046","摩托车配件","座椅及座椅套","IVCN2026051915861","'272218059002","缺少","P1","'12-30","'9943170046","14.17","","20-40美金","20-40单","高价品"
"1","DMX 150 排气歧管 28-51mm klx Dtm 150 200 Dmx r 150 Xtz 125 crf 150 L XR 150 200","Crf 150L","14.14","https://cf.shopee.ph/file/id-11134207-7rbkd-m740i47qwwho37","http://shopee.ph/product/1668359097/42326117908","摩托车配件","其他的","IVCN2026051917249","'330070196830","缺少","P1","'12-30","'42326117908","14.14","","20-40美金","20-40单","高价品"
"1","SOLFILI SL-01碟刹油管","1000毫米银色","14.11","https://cf.shopee.ph/file/ph-11134207-81ztq-mkgdzx1d3dhe26","http://shopee.ph/product/20340208/55405944966","摩托车零配件","制动系统","IVCN2026051916329","'287395523836","缺少","P1","'12-30","'55405944966","14.11","","20-40美金","20-40单","高价品"
"2","适用于 MIO GRAVIS/MIO GEAR 的轮胎切削器","齿轮,仅限抱枕","14.11","https://cf.shopee.ph/file/c35e7c53ba0fd8c7456bcb0ed1f80335","http://shopee.ph/product/17752776/19318815602","摩托车配件","挡泥板和防溅板","IVCN2025073026570","'192412375613","缺少","P1","'12-30","'19318815602","14.11","","20-40美金","20-40单","高价品"
"1","TMX 155 摩托车改装座椅总成","黑色的","14.09","https://cf.shopee.ph/file/sg-11134201-7rffd-m3kgzu1kjwli9b","http://shopee.ph/product/1268673175/25439254289","摩托车配件","座椅及座椅套","IVCN202605199843","'69496618407","缺少","P1","'12-30","'25439254289","14.09","","20-40美金","20-40单","高价品"
"1","Solfili SL 01 刹车油管 480mm 5500mm 850mm 950mm 1000mm 2000mm","1000毫米钛合金","14.08","https://cf.shopee.ph/file/ph-11134207-81ztq-mildc2l6uepzfc","http://shopee.ph/product/282390619/27193863871","摩托车零配件","制动系统","IVCN2026051916957","'310337163906","缺少","P1","'12-30","'27193863871","14.08","","20-40美金","20-40单","高价品"
"1","（全新轮胎）帝斯通 D805 T/L（真空胎）摩托车轮胎,尺寸：17/14/13/12 英寸","110/90 -12","14.02","https://cf.shopee.co.th/file/sg-11134201-7rdxy-m1kx9cu3kxxl7a","http://shopee.co.th/product/1384516780/26014811039","摩托车零配件","轮胎及配件","IVCN2026051913551","'223347080545","缺少","P1","'12-30","'26014811039","14.02","","20-40美金","20-40单","高价品"
"1","适用于 XRM 125 / 110 / 100 的摩托车后半换挡杆套装,全 CNC 金属材质,带螺丝/螺母","银色 XRM","14.02","https://cf.shopee.ph/file/ph-11134207-7r98x-ltnps42stb431b","http://shopee.ph/product/569337145/25622325905","摩托车零配件","其他的","IVCN2026051911523","'158574792026","缺少","P1","'12-30","'25622325905","14.02","","20-40美金","20-40单","高价品"
"2","UMA Racing 静音正时链条,适用于 Sniper 155、Sniper 150、Sniper 135、SMX 135、Nouvo 和 Sporty 车型。","狙击手135-150 98L","14.02","https://cf.shopee.ph/file/15b220a814ab5ac87f2f942a699f4de7","http://shopee.ph/product/282390619/11838573694","摩托车零配件","传动系统、变速器和离合器","IVCN202605199961","'77107606300","缺少","P1","'12-30","'11838573694","14.02","","20-40美金","20-40单","高价品"
"1","摩托车油箱包骑士防水旅行手提单肩包手机触控导航油箱包通用Givi Beg","无标志","14.01","https://cf.shopee.com.my/file/my-11134201-7rash-m6i0sjyfndcpc3","http://shopee.com.my/product/588500344/19986251847","摩托车配件","盒子和箱子","IVCN2026051911239","'147692126206","缺少","P1","'12-30","'19986251847","14.01","","20-40美金","20-40单","高价品"
"1","100/90-10 无内胎踏板车轮胎 - TRC 品牌 - 适用于日本 ATILA 和 SPACY 车型","100/90-10 无内胎踏板车轮胎 - TRC 品牌 - 适用于日本 ATILA 和 SPACY 车型","13.99","https://cf.shopee.vn/file/1516fa62655b33be8d6ef169bde9140d","http://shopee.vn/product/616138/8199277130","摩托车零配件","轮胎及配件","IVCN2026051911387","'154182364897","缺少","P1","'12-30","'8199277130","13.99","","20-40美金","20-40单","高价品"
"1","全新 PCX 160 遮阳板 2025-2026 鳍片型号（PNP 保修）","清晰,2025 SIRIP","13.98","https://cf.shopee.ph/file/id-11134207-8224q-mh1m2b06xrm510","http://shopee.ph/product/514923756/47601415158","摩托车配件","其他的","IVCN2026051917171","'325127476813","缺少","P1","'12-30","'47601415158","13.98","","20-40美金","20-40单","高价品"
"1","适用于 WAVE、MSX、PCX、MIO、LEAD 的加长螺栓,规格有 1mm、2mm、3mm、4mm、5mm。","3毫米波","13.94","https://cf.shopee.co.th/file/th-11134207-81ztq-mm2q619row7jdc","http://shopee.co.th/product/234797915/12177995130","摩托车配件","其他的","IVCN2026051910371","'105495980561","缺少","P1","'12-30","'12177995130","13.94","","20-40美金","20-40单","高价品"
"2","适用于 Honda PCX 150/160 的车把,采用铝合金材质,外观精美,并有多种颜色可供选择。","红色的","11.94","https://cf.shopee.co.th/file/cn-11134207-7ras8-mcq0ilugp7ksf4","http://shopee.co.th/product/1494609883/41052513908","摩托车配件","其他的","IVCN2025112525236","'270207554888","缺少","P1","'12-30","'41052513908","13.93","","20-40美金","20-40单","高价品"
"1","摩托车驱动皮带轮套装""ALKUNL"" - 适用于 MIO、BEAT FI、BEAT、CLICK125、MIO SOULI125、BEAT FI 2020","击败 FI (K0J)","13.93","https://cf.shopee.ph/file/ph-11134207-7rasj-m5doxbipaziba9","http://shopee.ph/product/31173277/29824514918","摩托车零配件","传动系统、变速器和离合器","IVCN2026051911713","'166941940622","缺少","P1","'12-30","'29824514918","13.93","","20-40美金","20-40单","高价品"
"1","后轮鼓式刹车片 vario scoopy spacy KZLBEAT（10 片装）","后轮鼓式刹车片 vario scoopy spacy KZLBEAT（10 片装）","13.92","https://cf.shopee.ph/file/sg-11134201-7reoo-m2e1wqjowgwzd7","http://shopee.ph/product/1672726775/45201092035","摩托车零配件","制动系统","IVCN2026051918075","'390097795828","缺少","P1","'12-30","'45201092035","13.92","","20-40美金","20-40单","高价品"
"1","适用于电动滑板车的5件套哑光塑料配件。","适用于电动滑板车的5件套哑光塑料配件。","13.89","https://cf.shopee.vn/file/vn-11134207-81ztc-mmfvurjz2bynfc","http://shopee.vn/product/795209143/47107975787","摩托车零配件","车身及车架","IVCN2026051918813","'440706586831","缺少","P1","'12-30","'47107975787","13.89","","20-40美金","20-40单","高价品"
"1","Saige 3.00-8 无内胎轮胎（不含内胎）,适用于成人电动三轮车/三轮车。高品质防滑轮胎。适用于电动自行车和电动摩托车。","3.00-8x2 + 轮胎气门嘴x2","13.85","https://cf.shopee.co.th/file/th-11134207-81ztk-mj9awe7yoa9u24","http://shopee.co.th/product/995688487/24407211871","摩托车零配件","轮胎及配件","IVCN2026051917031","'315410304679","缺少","P1","'12-30","'24407211871","13.85","","20-40美金","20-40单","高价品"
"1","适用于铃木 Viva 110 运动型摩托车的优质开关组件","适用于铃木 Viva 110 运动型摩托车的优质开关组件","13.83","https://cf.shopee.vn/file/vn-11134207-7qukw-lfqcoi58ndkl9d","http://shopee.vn/product/349490151/19978797128","摩托车零配件","其他的","IVCN2026051912775","'204227868328","缺少","P1","'12-30","'19978797128","13.83","","20-40美金","20-40单","高价品"
"1","适用于 Smash110 和 Smash115 的 AAA 化油器","粉碎 115,标准","13.8","https://cf.shopee.ph/file/ph-11134207-7rasl-m6gnr8zoshjhd8","http://shopee.ph/product/40326815/3107299824","摩托车零配件","燃油系统","IVCN2026051912075","'180612909455","缺少","P1","'12-30","'3107299824","13.8","","20-40美金","20-40单","高价品"
"1","Komine摩托车鞍包硬壳碳纤维设计","黑色,均码","13.77","https://cf.shopee.com.my/file/sg-11134201-22100-5fdefwg9mkiv77","http://shopee.com.my/product/303505245/18154121349","摩托车配件","盒子和箱子","IVCN2026051912377","'192716001847","缺少","P1","'12-30","'18154121349","13.77","","20-40美金","20-40单","高价品"
"1","Motowolf摩托车手机支架带后视镜安装座 - 安全夹持,防震,360度旋转,适用于所有摩托车型号","Motowolf摩托车手机支架带后视镜安装座 - 安全夹持,防震,360度旋转,适用于所有摩托车型号","13.75","https://cf.shopee.vn/file/vn-11134207-81ztc-mm5ux06yx34890","http://shopee.vn/product/227351969/27044417540","摩托车配件","手机支架","IVCN2026051911577","'159346215838","缺少","P1","'12-30","'27044417540","13.75","","20-40美金","20-40单","高价品"
"1","川崎 Fury 125 摩托车大灯 Fury125 大灯 COD","Fury 125 黑色","13.73","https://cf.shopee.ph/file/0e65286d534eb72b050dc5401a055b05","http://shopee.ph/product/423147545/12152066313","摩托车零配件","灯光","IVCN2026051910567","'113964030389","缺少","P1","'12-30","'12152066313","13.73","","20-40美金","20-40单","高价品"
"239","批发（10 件）曲轴油封 全新 N max Aerox Lexi 曲轴油封 全新 nmaxKiri","批发（10 件）曲轴油封 全新 N max Aerox Lexi 曲轴油封 全新 nmaxKiri","13.72","https://cf.shopee.ph/file/id-11134207-7rasd-m22f0lrn1b54ef","http://shopee.ph/product/1063704776/28766271107","摩托车零配件","其他的","#N/A","'223407774205","缺少","P1","'12-30","'28766271107","13.72","","20-40美金","20-40单","中价品"
"1","Chalee Chaly挡风玻璃 - 运费超低！","正品ABS塑料。","13.71","https://cf.shopee.co.th/file/th-11134207-7qul7-lgnaw6lagp2s00","http://shopee.co.th/product/250482581/7065439553","摩托车零配件","其他的","IVCN2026051912419","'194288155185","缺少","P1","'12-30","'7065439553","13.71","","20-40美金","20-40单","高价品"
"239","适用于WAVE Dream摩托车的装饰性不锈钢螺栓套装。适用于Wave 125、Wave 110和Dream Super Cup车型。100%不锈钢材质。由Heng Screw制造。","w125i转向灯罩","13.71","https://cf.shopee.co.th/file/th-11134207-7rasj-m97ghixrol55a6","http://shopee.co.th/product/1521546612/26283979636","摩托车零配件","其他的","#N/A","'69550759089","缺少","P1","'12-30","'26283979636","13.71","","20-40美金","20-40单","高价品"
"1","菲尼克斯快车式内胎轮胎","80/90/14","13.71","https://cf.shopee.ph/file/9d08ec7fdc39803281dc5fb41faf85fe","http://shopee.ph/product/669838783/17942793685","摩托车零配件","轮胎及配件","IVCN2026051910929","'135114815801","缺少","P1","'12-30","'17942793685","13.71","","20-40美金","20-40单","高价品"
"1","BMA Z3（3颗LED灯珠）、Z2（2颗LED灯珠）前大灯,H4-T19灯座,超亮","H4(Rs, Fu, Wave...),3 tim Z3","13.7","https://cf.shopee.vn/file/83986a63acb1ea51a83cc8f2940914b0","http://shopee.vn/product/391828246/9417836260","摩托车零配件","灯光","IVCN202605199221","'28762531095","缺少","P1","'12-30","'9417836260","13.7","","20-40美金","20-40单","高价品"
"4","适用于 WAVE 110 I NEW (2014-2019) 型号的改装排气管,25/35mm 颈部,不锈钢端盖。","切下并埋入","9.77","https://cf.shopee.co.th/file/th-11134207-81ztd-mjtm4xsl2io106","http://shopee.co.th/product/1296209836/46055818699","摩托车零配件","尾气和排放","IVCN2026051918371","'410525066126","缺少","P1","'12-30","'46055818699","13.68","","40-60美金","20-40单","高价品"
"4","适用于 WAVE 110 I NEW (2014-2019) 型号的改装排气管,25/35mm 颈部,不锈钢端盖。","响亮的噼啪声","9.76","https://cf.shopee.co.th/file/th-11134207-81ztd-mjtm4xsl2io106","http://shopee.co.th/product/1296209836/46055818699","摩托车零配件","尾气和排放","IVCN2026051918371","'410525066127","缺少","P1","'12-30","'46055818699","13.68","","40-60美金","20-40单","高价品"
"4","适用于 WAVE 110 I NEW (2014-2019) 型号的改装排气管,25/35mm 颈部,不锈钢端盖。","一声巨响","13.68","https://cf.shopee.co.th/file/th-11134207-81ztd-mjtm4xsl2io106","http://shopee.co.th/product/1296209836/46055818699","摩托车零配件","尾气和排放","IVCN2026051918371","'410525066128","缺少","P1","'12-30","'46055818699","13.68","","20-40美金","20-40单","高价品"
